Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format,Toss Winner,Toss Decision,Random Toss Decision
Australia,Pakistan,Australia,170 runs,Melbourne,"Dec 26-30, 2009",Test # 1943,Test ,Australia,Bat,Bowl
Australia,Pakistan,Australia,9 wickets,Sydney,"Jan 2-5, 2005",Test # 1731,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,9 wickets,Melbourne,"Dec 26-29, 2004",Test # 1729,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,491 runs,W.A.C.A,"Dec 16-19, 2004",Test # 1726,Test ,Australia,Bat,Bowl
Australia,Pakistan,Australia,inns & 20 runs,Sharjah,"Oct 19-22, 2002",Test # 1620,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,inns & 198 runs,Sharjah,"Oct 11-12, 2002",Test # 1617,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,41 runs,Colombo (PSS),"Oct 3-7, 2002",Test # 1615,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,inns & 20 runs,W.A.C.A,"Nov 26-28, 1999",Test # 1472,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,4 wickets,Hobart,"Nov 18-22, 1999",Test # 1469,Test ,Australia,Bat,Bowl
Australia,Pakistan,Australia,10 wickets,Brisbane,"Nov 5-9, 1999",Test # 1467,Test ,Australia,Bat,Bat
Pakistan,Australia,drawn,,Karachi,"Oct 22-26, 1998",Test # 1427,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,drawn,,Peshawar,"Oct 15-19, 1998",Test # 1426,Test ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,inns & 99 runs,Rawalpindi,"Oct 1-5, 1998",Test # 1424,Test ,Pakistan,Bat,Bat
Australia,Pakistan,Pakistan,74 runs,Sydney,"Nov 30-Dec 4, 1995",Test # 1314,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,155 runs,Hobart,"Nov 17-20, 1995",Test # 1313,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,inns & 126 runs,Brisbane,"Nov 9-13, 1995",Test # 1311,Test ,Australia,Bat,Bowl
Pakistan,Australia,drawn,,Lahore,"Nov 1-5, 1994",Test # 1273,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,drawn,,Rawalpindi,"Oct 5-9, 1994",Test # 1269,Test ,Pakistan,Bat,Bat
Pakistan,Australia,Pakistan,1 wicket,Karachi,"Sep 28-Oct 2, 1994",Test # 1268,Test ,Pakistan,Bat,Bat
Australia,Pakistan,drawn,,Sydney,"Feb 3-8, 1990",Test # 1137,Test ,Australia,Bat,Bowl
Australia,Pakistan,drawn,,Adelaide,"Jan 19-23, 1990",Test # 1135,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,92 runs,Melbourne,"Jan 12-16, 1990",Test # 1134,Test ,Australia,Bat,Bat
Pakistan,Australia,drawn,,Lahore,"Oct 7-11, 1988",Test # 1106,Test ,Pakistan,Bat,Bat
Pakistan,Australia,drawn,,Faisalabad,"Sep 23-28, 1988",Test # 1105,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,inns & 188 runs,Karachi,"Sep 15-20, 1988",Test # 1104,Test ,Pakistan,Bat,Bowl
Australia,Pakistan,Australia,10 wickets,Sydney,"Jan 2-6, 1984",Test # 974,Test ,Australia,Bat,Bowl
Australia,Pakistan,drawn,,Melbourne,"Dec 26-30, 1983",Test # 973,Test ,Australia,Bat,Bat
Australia,Pakistan,drawn,,Adelaide,"Dec 9-13, 1983",Test # 970,Test ,Australia,Bat,Bat
Australia,Pakistan,drawn,,Brisbane,"Nov 25-29, 1983",Test # 969,Test ,Australia,Bat,Bowl
Australia,Pakistan,Australia,inns & 9 runs,W.A.C.A,"Nov 11-14, 1983",Test # 966,Test ,Australia,Bat,Bowl
Pakistan,Australia,Pakistan,9 wickets,Lahore,"Oct 14-19, 1982",Test # 937,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,inns & 3 runs,Faisalabad,"Sep 30-Oct 5, 1982",Test # 936,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,9 wickets,Karachi,"Sep 22-27, 1982",Test # 935,Test ,Pakistan,Bat,Bat
Australia,Pakistan,Pakistan,inns & 82 runs,Melbourne,"Dec 11-15, 1981",Test # 913,Test ,Australia,Bat,Bowl
Australia,Pakistan,Australia,10 wickets,Brisbane,"Nov 27-Dec 1, 1981",Test # 910,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,286 runs,W.A.C.A,"Nov 13-17, 1981",Test # 909,Test ,Australia,Bat,Bowl
Pakistan,Australia,drawn,,Lahore,"Mar 18-23, 1980",Test # 879,Test ,Pakistan,Bat,Bat
Pakistan,Australia,drawn,,Faisalabad,"Mar 6-11, 1980",Test # 878,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,7 wickets,Karachi,"Feb 27-Mar 2, 1980",Test # 876,Test ,Pakistan,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,W.A.C.A,"Mar 24-29, 1979",Test # 850,Test ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,71 runs,Melbourne,"Mar 10-15, 1979",Test # 849,Test ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,8 wickets,Sydney,"Jan 14-18, 1977",Test # 792,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,348 runs,Melbourne,"Jan 1-6, 1977",Test # 790,Test ,Australia,Bat,Bowl
Australia,Pakistan,drawn,,Adelaide,"Dec 24-29, 1976",Test # 789,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,52 runs,Sydney,"Jan 6-11, 1973",Test # 707,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,92 runs,Melbourne,"Dec 29, 1972 - Jan 3, 1973",Test # 705,Test ,Australia,Bat,Bat
Australia,Pakistan,Australia,inns & 114 runs,Adelaide,"Dec 22-27, 1972",Test # 704,Test ,Australia,Bat,Bat
Australia,Pakistan,drawn,,Melbourne,"Dec 4-8, 1964",Test # 570,Test ,Australia,Bat,Bowl
Pakistan,Australia,drawn,,Karachi,"Oct 24-29, 1964",Test # 569,Test ,Pakistan,Bat,Bat
Pakistan,Australia,drawn,,Karachi,"Dec 4-9, 1959",Test # 481,Test ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,7 wickets,Lahore,"Nov 21-26, 1959",Test # 480,Test ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,8 wickets,Dhaka,"Nov 13-18, 1959",Test # 479,Test ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,9 wickets,Karachi,"Oct 11-17, 1956",Test # 430,Test ,Pakistan,Bat,Bowl
Australia,Pakistan,Pakistan,8 wickets,Perth,10-Nov-24,ODI # 4804,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,9 wickets,Adelaide,8-Nov-24,ODI # 4801,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,2 wickets,Melbourne,4-Nov-24,ODI # 4795,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,62 runs,Bengaluru,20-Oct-23,ODI # 4675,ODI ,Australia,Bat,Bat
Pakistan,Australia,Pakistan,9 wickets,Lahore,2-Apr-22,ODI # 4382,ODI ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,6 wickets,Lahore,31-Mar-22,ODI # 4380,ODI ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,88 runs,Lahore,29-Mar-22,ODI # 4379,ODI ,Pakistan,Bat,Bat
Australia,Pakistan,Australia,41 runs,Taunton,12-Jun-19,ODI # 4157,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,20 runs,Dubai (DICS),31-Mar-19,ODI # 4120,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,6 runs,Dubai (DICS),29-Mar-19,ODI # 4119,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,80 runs,Abu Dhabi,27-Mar-19,ODI # 4118,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,8 wickets,Sharjah,24-Mar-19,ODI # 4117,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,8 wickets,Sharjah,22-Mar-19,ODI # 4116,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,57 runs,Adelaide,26-Jan-17,ODI # 3826,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,86 runs,Sydney,22-Jan-17,ODI # 3822,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,W.A.C.A,19-Jan-17,ODI # 3820,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,6 wickets,Melbourne,15-Jan-17,ODI # 3818,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,92 runs,Brisbane,13-Jan-17,ODI # 3817,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,6 wickets,Adelaide,20-Mar-15,ODI # 3642,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,1 run,Abu Dhabi,12-Oct-14,ODI # 3534,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,5 wickets,Dubai (DICS),10-Oct-14,ODI # 3532,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,93 runs,Sharjah,7-Oct-14,ODI # 3530,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,3 wickets,Sharjah,3-Sep-12,ODI # 3303,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,31-Aug-12,ODI # 3301,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,4 wickets,Sharjah,28-Aug-12,ODI # 3299,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS),19-Mar-11,ODI # 3139,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,2 wickets,W.A.C.A,31-Jan-10,ODI # 2948,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,135 runs,W.A.C.A,29-Jan-10,ODI # 2947,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,40 runs,Adelaide,26-Jan-10,ODI # 2946,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,140 runs,Sydney,24-Jan-10,ODI # 2945,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,5 wickets,Brisbane,22-Jan-10,ODI # 2944,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,2 wickets,Centurion,30-Sep-09,ODI # 2903,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,3-May-09,ODI # 2849,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,8 wickets,Abu Dhabi,1-May-09,ODI # 2848,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,27 runs,Abu Dhabi,27-Apr-09,ODI # 2847,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,6 wickets,Dubai (DICS),24-Apr-09,ODI # 2846,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,4 wickets,Dubai (DICS),22-Apr-09,ODI # 2845,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,31 runs,Sydney,6-Feb-05,ODI # 2222,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,18 runs,Melbourne,4-Feb-05,ODI # 2220,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,3 wickets,W.A.C.A,30-Jan-05,ODI # 2215,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,9 wickets,Sydney,23-Jan-05,ODI # 2209,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,4 wickets,Hobart,16-Jan-05,ODI # 2205,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,10 runs,Lord's,4-Sep-04,ODI # 2166,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,17 runs,Amstelveen,28-Aug-04,ODI # 2162,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,82 runs,Johannesburg,11-Feb-03,ODI # 1945,ODI ,Australia,Bat,Bowl
Australia,Pakistan,no result,,Nairobi (Gym),7-Sep-02,ODI # 1873,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,9 wickets,Nairobi (Gym),4-Sep-02,ODI # 1871,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,224 runs,Nairobi (Gym),30-Aug-02,ODI # 1868,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,91 runs,Brisbane,19-Jun-02,ODI # 1846,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,2 wickets,Melbourne (Docklands),15-Jun-02,ODI # 1844,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,7 wickets,Melbourne (Docklands),12-Jun-02,ODI # 1842,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,9 wickets,Lord's,23-Jun-01,ODI # 1728,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,36 runs,Nottingham,19-Jun-01,ODI # 1725,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,Cardiff,9-Jun-01,ODI # 1720,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,152 runs,Sydney,4-Feb-00,ODI # 1556,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,6 wickets,Melbourne,2-Feb-00,ODI # 1554,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,15 runs,Melbourne,23-Jan-00,ODI # 1545,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,81 runs,Sydney,19-Jan-00,ODI # 1542,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,6 wickets,Melbourne,16-Jan-00,ODI # 1541,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,45 runs,Brisbane,9-Jan-00,ODI # 1536,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,8 wickets,Lord's,20-Jun-99,ODI # 1484,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,10 runs,Leeds,23-May-99,ODI # 1458,ODI ,Australia,Bat,Bowl
Pakistan,Australia,Australia,6 wickets,Lahore,10-Nov-98,ODI # 1371,ODI ,Pakistan,Bat,Bowl
Pakistan,Australia,Australia,5 wickets,Peshawar,8-Nov-98,ODI # 1368,ODI ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,86 runs,Karachi,6-Nov-98,ODI # 1365,ODI ,Pakistan,Bat,Bat
Australia,Pakistan,Australia,3 wickets,Melbourne,16-Jan-97,ODI # 1164,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,29 runs,Hobart,7-Jan-97,ODI # 1160,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,4 wickets,Sydney,1-Jan-97,ODI # 1155,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,12 runs,Adelaide,15-Dec-96,ODI # 1152,ODI ,Australia,Bat,Bowl
Pakistan,Australia,Australia,64 runs,Lahore,30-Oct-94,ODI # 942,ODI ,Pakistan,Bat,Bat
Pakistan,Australia,Pakistan,9 wickets,Rawalpindi,22-Oct-94,ODI # 935,ODI ,Pakistan,Bat,Bat
Pakistan,Australia,Australia,7 wickets,Multan,14-Oct-94,ODI # 929,ODI ,Pakistan,Bat,Bowl
Australia,Pakistan,Australia,28 runs,Colombo (SSC),7-Sep-94,ODI # 923,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,23 runs,Sydney,14-Jan-93,ODI # 791,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,32 runs,Melbourne,12-Jan-93,ODI # 790,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,8 wickets,Adelaide,13-Dec-92,ODI # 777,ODI ,Australia,Bat,Bowl
Australia,Pakistan,tied,,Hobart,10-Dec-92,ODI # 773,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,48 runs,W.A.C.A,11-Mar-92,ODI # 739,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,36 runs,Sharjah,4-May-90,ODI # 631,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,69 runs,Sydney,25-Feb-90,ODI # 611,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,7 wickets,Melbourne,23-Feb-90,ODI # 610,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,2 runs,Sydney,20-Feb-90,ODI # 609,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,5 wickets,Sydney,13-Feb-90,ODI # 603,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,67 runs,Brisbane,11-Feb-90,ODI # 602,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,Melbourne,3-Jan-90,ODI # 599,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,66 runs,Brabourne,23-Oct-89,ODI # 581,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,6 runs,Melbourne,10-Jan-89,ODI # 549,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,5 wickets,Brisbane,8-Jan-89,ODI # 548,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,38 runs,W.A.C.A,2-Jan-89,ODI # 545,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,9 wickets,Adelaide,11-Dec-88,ODI # 537,ODI ,Australia,Bat,Bat
Pakistan,Australia,Pakistan,,Lahore,14-Oct-88,ODI # 522,ODI ,Pakistan,Bat,Bowl
Pakistan,Australia,Australia,18 runs,Lahore,4-Nov-87,ODI # 475,ODI ,Pakistan,Bat,Bat
Australia,Pakistan,Pakistan,6 wickets,Sharjah,3-Apr-87,ODI # 443,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,1 wicket,W.A.C.A,2-Jan-87,ODI # 410,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,8 wickets,Sharjah,11-Apr-86,ODI # 382,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,62 runs,Melbourne,24-Feb-85,ODI # 311,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,70 runs,Adelaide,30-Jan-84,ODI # 243,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,87 runs,Sydney,25-Jan-84,ODI # 240,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,43 runs,Melbourne,21-Jan-84,ODI # 238,ODI ,Australia,Bat,Bowl
Australia,Pakistan,no result,,Brisbane,15-Jan-84,ODI # 235,ODI ,Australia,Bat,Bat
Australia,Pakistan,Australia,34 runs,Sydney,10-Jan-84,ODI # 232,ODI ,Australia,Bat,Bowl
Pakistan,Australia,no result,,Karachi,22-Oct-82,ODI # 161,ODI ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,28 runs,Lahore,8-Oct-82,ODI # 160,ODI ,Pakistan,Bat,Bowl
Pakistan,Australia,Pakistan,59 runs,Hyderabad (Sind),20-Sep-82,ODI # 158,ODI ,Pakistan,Bat,Bowl
Australia,Pakistan,Australia,76 runs,Sydney,14-Jan-82,ODI # 135,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,25 runs,Melbourne,9-Jan-82,ODI # 132,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,6 wickets,Sydney,17-Dec-81,ODI # 128,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,38 runs,Adelaide,6-Dec-81,ODI # 127,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,4 wickets,Melbourne,22-Nov-81,ODI # 123,ODI ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,89 runs,Nottingham,"Jun 13-14, 1979",ODI # 66,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,73 runs,Leeds,7-Jun-75,ODI # 21,ODI ,Australia,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,Hobart,18-Nov-24,T20I # 2959,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,13 runs,Sydney,16-Nov-24,T20I # 2954,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,29 runs,Brisbane,14-Nov-24,T20I # 2948,T20I ,Australia,Bat,Bowl
Pakistan,Australia,Australia,3 wickets,Lahore,5-Apr-22,T20I # 1504,T20I ,Pakistan,Bat,Bowl
Australia,Pakistan,Australia,5 wickets,Dubai (DICS),11-Nov-21,T20I # 1420,T20I ,Australia,Bat,Bat
Australia,Pakistan,Australia,10 wickets,Perth,8-Nov-19,T20I # 1009,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,7 wickets,Canberra,5-Nov-19,T20I # 1002,T20I ,Australia,Bat,Bowl
Australia,Pakistan,no result,,Sydney,3-Nov-19,T20I # 999,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,33 runs,Dubai (DICS),28-Oct-18,T20I # 704,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,11 runs,Dubai (DICS),26-Oct-18,T20I # 702,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,66 runs,Abu Dhabi,24-Oct-18,T20I # 701,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,6 wickets,Harare,8-Jul-18,T20I # 689,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,45 runs,Harare,5-Jul-18,T20I # 686,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,9 wickets,Harare,2-Jul-18,T20I # 682,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,21 runs,Mohali,25-Mar-16,T20I # 548,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,6 wickets,Dubai (DICS),5-Oct-14,T20I # 406,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,16 runs,Mirpur,23-Mar-14,T20I # 381,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,32 runs,Colombo (RPS),2-Oct-12,T20I # 285,T20I ,Australia,Bat,Bat
Australia,Pakistan,Australia,94 runs,Dubai (DICS),10-Sep-12,T20I # 259,T20I ,Australia,Bat,Bowl
Australia,Pakistan,tied,,Dubai (DICS),7-Sep-12,T20I # 257,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,7 wickets,Dubai (DICS),5-Sep-12,T20I # 256,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,11 runs,Birmingham,6-Jul-10,T20I # 185,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,23 runs,Birmingham,5-Jul-10,T20I # 184,T20I ,Australia,Bat,Bat
Australia,Pakistan,Australia,3 wickets,Gros Islet,14-May-10,T20I # 176,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Australia,34 runs,Gros Islet,2-May-10,T20I # 156,T20I ,Australia,Bat,Bat
Australia,Pakistan,Australia,2 runs,Melbourne,5-Feb-10,T20I # 134,T20I ,Australia,Bat,Bowl
Australia,Pakistan,Pakistan,7 wickets,Dubai (DICS),7-May-09,T20I # 89,T20I ,Australia,Bat,Bat
Australia,Pakistan,Pakistan,6 wickets,Johannesburg,18-Sep-07,T20I # 37,T20I ,Australia,Bat,Bowl
Pakistan,Bangladesh,Bangladesh,6 wickets,Rawalpindi,"Aug 30-Sep 3, 2024",Test # 2547,Test ,Pakistan,Bat,Bowl
Pakistan,Bangladesh,Bangladesh,10 wickets,Rawalpindi,"Aug 21-25, 2024",Test # 2544,Test ,Pakistan,Bat,Bowl
Bangladesh,Pakistan,Pakistan,inns & 8 runs,Mirpur,"Dec 4-8, 2021",Test # 2439,Test ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Pakistan,8 wickets,Chattogram,"Nov 26-30, 2021",Test # 2436,Test ,Bangladesh,Bat,Bowl
Pakistan,Bangladesh,Pakistan,inns & 44 runs,Rawalpindi,"Feb 7-10, 2020",Test # 2384,Test ,Pakistan,Bat,Bat
Bangladesh,Pakistan,Pakistan,328 runs,Mirpur,"May 6-9, 2015",Test # 2161,Test ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,drawn,,Khulna,"Apr 28-May 2, 2015",Test # 2159,Test ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,7 wickets,Mirpur,"Dec 17-21, 2011",Test # 2024,Test ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Pakistan,inns & 184 runs,Chattogram,"Dec 9-12, 2011",Test # 2022,Test ,Bangladesh,Bat,Bat
Pakistan,Bangladesh,Pakistan,1 wicket,Multan,"Sep 3-6, 2003",Test # 1658,Test ,Pakistan,Bat,Bowl
Pakistan,Bangladesh,Pakistan,9 wickets,Peshawar,"Aug 27-30, 2003",Test # 1657,Test ,Pakistan,Bat,Bowl
Pakistan,Bangladesh,Pakistan,7 wickets,Karachi,"Aug 20-24, 2003",Test # 1655,Test ,Pakistan,Bat,Bat
Bangladesh,Pakistan,Pakistan,inns & 169 runs,Chattogram,"Jan 16-18, 2002",Test # 1586,Test ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,inns & 178 runs,Dhaka,"Jan 9-11, 2002",Test # 1584,Test ,Bangladesh,Bat,Bowl
Pakistan,Bangladesh,Pakistan,inns & 264 runs,Multan,"Aug 29-31, 2001",Test # 1560,Test ,Pakistan,Bat,Bat
Bangladesh,Pakistan,Pakistan,7 wickets,Eden Gardens,31-Oct-23,ODI # 4688,ODI ,Bangladesh,Bat,Bowl
Pakistan,Bangladesh,Pakistan,7 wickets,Lahore,6-Sep-23,ODI # 4634,ODI ,Pakistan,Bat,Bowl
Bangladesh,Pakistan,Pakistan,94 runs,Lord's,5-Jul-19,ODI # 4186,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi,26-Sep-18,ODI # 4047,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Bangladesh,8 wickets,Mirpur,22-Apr-15,ODI # 3649,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Bangladesh,7 wickets,Mirpur,19-Apr-15,ODI # 3648,ODI ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Bangladesh,79 runs,Mirpur,17-Apr-15,ODI # 3647,ODI ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,3 wickets,Mirpur,4-Mar-14,ODI # 3482,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Pakistan,2 runs,Mirpur,22-Mar-12,ODI # 3267,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Pakistan,21 runs,Mirpur,11-Mar-12,ODI # 3258,ODI ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,58 runs,Chattogram,6-Dec-11,ODI # 3222,ODI ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,76 runs,Mirpur,3-Dec-11,ODI # 3220,ODI ,Bangladesh,Bat,Bowl
Bangladesh,Pakistan,Pakistan,5 wickets,Mirpur,1-Dec-11,ODI # 3218,ODI ,Bangladesh,Bat,Bat
Bangladesh,Pakistan,Pakistan,139 runs,Dambulla,21-Jun-10,ODI # 2998,ODI ,Bangladesh,Bat,Bowl
Pakistan,Bangladesh,Pakistan,10 wickets,Karachi,4-Jul-08,ODI # 2733,ODI ,Pakistan,Bat,Bat
Bangladesh,Pakistan,Pakistan,70 runs,Mirpur,8-Jun-08,ODI # 2704,ODI ,Bangladesh,Bat,Bowl
Pakistan,Bangladesh,Pakistan,150 runs,Karachi,19-Apr-08,ODI # 2703,ODI ,Pakistan,Bat,Bat
Pakistan,Bangladesh,Pakistan,7 wickets,Multan,16-Apr-08,ODI # 2702,ODI ,Pakistan,Bat,Bowl
Pakistan,Bangladesh,Pakistan,23 runs,Lahore,13-Apr-08,ODI # 2700,ODI ,Pakistan,Bat,Bat
